alumno,espanol,matematicas
2482,"NECESITA AYUDA PARA REALIZAR E INTERPRETAR INSTRUCTIVOS, CARTAS, RECADOS Y SEÒALAMIENTOS. TAMBIÈN PARA ESCRIBIR SU NOMBRE, ES ATENTA AL ESCUCHAR ALG˙N CUENTO O NARRACIÛN
","LOGRA CONTESTAR PREGUNTAS EN LAS QUE NECESITE RECABAR DATOS PERO CON AYUDA PUEDE ORGANIZARLOS EN TABLAS O GR·FICAS.
"
2483,"CUENTA LEYENDAS Y CUENTOS POPULARES LOGRANDO ESTRUCTURAR ENUNCIADOS M·S LARGOS Y MEJOR ARTICULADOS, INCREMENTO SU VOCABULARIO. ESCRIBE PALABRAS GUI·NDOSE DE PORTADORES DE TEXTO EN DONDE SE IDENTIFICA AVANCE EN SU ESCRITURA.","REALIZA CONTEO UNO A UNO PARA SABER CU·NTOS OBJETOS TIENE DENTRO DE UNA COLECCIÛN PEQUEÒA, RECONOCE LA UTILIZAD DE LOS N˙MEROS EN SU VIDA COTIDIANA Y MENCIONA EN LOS OBJETOS DE SU HOGAR EN DONDE UBICA LOS N˙MEROS COMO EL TELÈFONO, RELOJ."
2484,"REALIZA LECTURA DE CUENTOS POR SI SOLA, INTERPRETANDO LAS IM·GENES. SU EXPRESIÛN ORAL ES CADA VEZ MEJOR, NARRA CUENTOS CON COHERENCIA. IDENTIFICA SU NOMBRE Y COMIENZA A ESCRIBIRLO DE MANERA CONVENCIONAL.","MIDE OBJETOS Y DISTANCIAS CON AYUDA DE UNIDADES DE MEDIDA NO CONVENCIONALES, ELABORA UN REGISTRO CON SUS PROPIOS RECURSOS. SIGUE LA SECUENCIA NUMÈRICA HASTA EL 15, TRABAJA CON COLECCIONES."
2485,"DESCRIBE PERSONAJES DE ALGUNOS CUENTOS QUE YA CONOCE E INVENTA HISTORIAS UTILIZANDO LOS MISMOS PERSONAJES, SE REQUIERE SEGUIR REFORZANDO EL TRABAJO AL UTILIZAR PORTADOR DE TEXTO CON SU NOMBRE .","REALIZA UN CONTEO ORAL DE FORMA ASCENDENTE DEL  AL 10  SE REQUIERE AMPLIAR EL RANGO DE CONTEO PROPORCIONANDO MATERIAL CONCRETO YFORTALECER EL RECONOCIMIENTO DE LOS N⁄MEROS ESCRITOS,  Y FIGURAS GEOMETRICAS.
"
2486,"CON APOYO DESCRIBE PERSONAJE Y LUGARES DE LAS HISTORIAS QUE ESCUCHA. ASI COMO TAMBIEN MENCIONA CARACTERISTICAS DE PERSONAS Y OBJETOS  QUE CONOCE.APRENDE CANCIONES, AUN SE LE DIFICULTA TRABALENGUAS Y ADIVINANZAS. AUN SE LE DIFICULTA LA ESCRITURA D","REALIZA CONTEO ORAL DE MANERA NTE DEL 1 AL 10 PERO EN OCASIONES SE OLVIDE UN NUMERO. CON AYUDA UBICA RELACIONES ESPACIALES ATR·S, ADELANTE, ARRIBA, ABAJO.  CON APOYO MIDE OBJETOS UTILIZANDO MEDIDAS NO CONVENCIONALES, ASI COMO TAMBIEN CONTESTAS PI"
2487,"RECONOCE SU NOMBRE Y CADA UNA DE LAS LETRAS QUE LO CONFORMAN, LO ESCRIBE EN SU CUADERNO. RECONOCE CARACTERÕSTICAS DE PERSONAS Y OBJETOS DE MANERA SENCILLA. SIGUE LAS INDICACIONES PARA CUMPLIR CON LAS TAREAS ASIGNADAS.","RECONOCE LOS N⁄MEROS DE 1 AL 10 CON AYUDA DE UN ADULTO, REPRESENTA LOS N⁄MEROS UTILIZANDO OBJETOS PARA FORMAR LAS COLECCIONES. RECONOCE ALGUNAS FIGURAS GEOM…TRICAS Y LAS REPRESENTA POR MEDIO DE OBJETOS QUE OBSERVA."
2488,DESCRIBE CON SUS PROPIAS PALABRAS LAS CARACTERÌSTICAS DE OBJETOS Y ACCIONES DE PERSONAS QUE PUEDE OBSERVAR A TRAVÈS DE IM·GENES,"RECONOCE LA DENOMINACIÛN DE LAS MONEDAS DE $1, $2, $5 Y $10. PUEDE UTILIZAR LAS DE UN PESO PARA AGRUPAR CANTIDADES PEQUEÒAS"
2489,"RELACIONA LAS LETRAS DE SU NOMBRE CON LAS DE SUS COMPAÒEROS  RECONOCE LETRAS L,M,S,P T Y FORMA NUEVAS PALABRAS CON EL USO DE SILABAS ,RECONOCE SU NOMBRE EN DIFERENTES PORTADORES DE TEXTO,REALIZA EL TRAZO DE SU NOMBRE, PIDE LA PALABRA PARA PARTICIPAR
","REALIZA PEQUEÒAS SUMAS ESTIMA SUS RESULTADOS Y REPRESENTA POR MEDIO DE DIBUJOS SÌMBOLOS O N˙MEROS 
AGRUPA OBJETOS SEG˙N SUS ATRIBUTOS ,UTILIZA REFERENCIAS PERSONALES PARA UBICAR LUGARES DERECHA,IZQUIERDA,ARRIBA Y ABAJO 
"
2490,"NARRA HISTORIAS QUE LE SON FAMILIARES, HABLA ACERCA DE LOS PERSONAJES Y SUS CARACTERÌSTICAS, DE LAS ACCIONES Y LOS LUGARES DONDE SE DESARROLLAN. DICE RIMAS, CANCIONES, TRABALENGUAS, ADIVINANZAS Y OTROS JUEGOS DEL LENGUAJE. ","UBICA OBJETOS Y LUGARES CUYA UBICACIÛN DESCONOCE, A TRAVÈS DE LA INTERPRETACIÛN DE RELACIONES ESPACIALES Y PUNTOS DE REFERENCIA. IDENTIFICA VARIOS EVENTOS DE SU VIDA COTIDIANA Y DICE EL ORDEN EN QUE OCURREN. "
2491,"SE ENCUENTRA EN EL PROCESO DE EXPRESAR SUS IDEAS CON MAS CONFIANZA ANTE SUS COMPA—EROS Y MAESTRA. ES CAPAZ DE NARRAR AN…CDOTAS CORTAS SIGUIENDO LA SECUENCIA Y EL ORDEN DE SUS IDEAS. IDENTIFICA INSTRUCTIVOS DE CARTAS, RECADOS Y SE—ALAMIENTOS. ","ES CAPAZ DE CONTAR LOS N⁄MEROS QUE SABE A PARTIR DEL UNO AMPLIANDO CADA VEZ MAS SU N⁄MERO DE CONTEO. LLEVA ACABO ACCIONES COMO AGREGAR, QUITAR, JUNTAR O SEPARA. INICIA EN LA RESOLUCI”N PROBLEMAS NUM…RICOS CON EL APOYO DE OBJETOS, Y REGISTROS ."
2492,"LOGRA MENCIONAR CARACTERÌSTICAS DE OBJETOS Y PERSONAS A TRAVÈS DEL JUEGO.;EXPRESA PREFERENCIAS POR JUEGOS, JUGUETES Y ACTIVIDADES QUE REALIZA. RECONOCE SU NOMBRE ESCRITO Y LO ESCRIBE DE MANERA ALFABÈTICA",IDENTIFICA FORMAS GEOMÈTRICAS SEMEJANTES QUE OBSERVA EN SU ENTORNO;   CONOCE ALGUNOS USOS DE LOS N˙MEROS EN UN RANGO DEL 1 AL 10  Y LOS UTILIZA EN SITUACIONES DE JUEGO.   IDENTIFICA PARA QUÈ SIRVEN LOS N˙MEROS.DETERMINA LA CANTIDAD DE ELEMENTOS 
2493,"CUENTA HISTORIAS DE IDEAS PROPIAS Y EXPRESA OPINIONES SOBRE LAS DE OTROS
COMPANEROS
","REPRODUCE DIFERENTES MODELOS CON FORMAS ,FIGURAS Y CUERPOS GEOMÈTRICOS Y
UTILIZA EL TANGRAM."
2494,COMPRENDE ÛRDENES E INSTRUCCIONES Y LAS EJECUTA CON FACILIDAD. EXPONE INFORMACIÛN Y LOGRA FORMULAR PREGUNTAS Y EXPLICACIONES. DICE SU NOMBRE LO IDENTIFICA Y LO ESCRIBE.,"IDENTIFICA ALGUNOS ELEMENTOS DE SU VIDA COTIDIANA Y DICE EL ORDEN EN QUE OCURREN CON COHERENCIA Y LÛGICA. USA EL RAZONAMIENTO MATEM·TICO EN DISTINTOS MOMENTOS. CALCULA, ESTIMA, BUSCA Y ORGANIZA INFORMACIÛN SEG˙N SUS CRITERIOS. "
2495,"ESCRIBE SU NOMBRE CON  DIFERENTES PROP”SITOS. Y   LO  DIFERENCIA DE LOS DEM·S.-NARRA-HISTORIAS-QUE-LE-SON-FAMILIARES,-MENCIONAND0-PERSONAJES,-LUGARES-Y-LAS-ACCIONES-OCURRIDAS.-COPIA-CORRECTAMENTE-TEXTOS-BREVES.","CONOCE-ALGUNOS-USOS-DE-LOS-N⁄MEROS-EN-LA-VIDA-COTIDIANA,-TALES-C”MO-PARA-VER-TALLA-DE-ROPA-PARA-IDENTIFICAR-UNA-CASA,-Y-OTROS.-IDENTIFICA-ALGUNAS-RELACIONES-DE-EQUIVALENCIAS-ENTRE-LAS-MONEDAS."
2496,ESTA EN PROCESO EL DESARROLLO DE ACTIVIDADES DE FORMA ESCRITA NOMBRE Y PALABRAS LOGRA FORMAR PALABRAS CORTAS UTILIZANDO MATERIALES QUE SON PROPORCIONADOS POR SUS FAMILIARES,LOGRA AVANCES AL CONTAR GRADUALMENTE Y EN FORMA ORAL LOS NUMEROS DEL 1 AL 10 Y RECONOCE LOS NUMEROS UTILIZANDO MATERIALES PARA REALIZAR DIFERENTES CONSTRUCCIONES
2497,"DESCRIBE DE MANERA PRECISA RELATOS, HISTORIAS O ANÈCDOTAS, CON SECUENCIA Y ENTONACIÛN. MEMORIZA Y REPITE POEMAS CORTOS. EXPRESA SUS LAS EMOCIONES. EXPONE TEMAS QUE HA INVESTIGADO, DA SU OPINIÛN Y ARGUMENTA SUS IDEAS RESPETANDO LAS DE LOS DEM·S. ","RESUELVE OPERACIONES MATEM·TICAS SIMPLES, AGREGANDO O QUITANDO ELEMENTOS, PREFERENTEMENTE CON MATERIALES CONCRETOS QUE PUEDA MANIPULAR O A PARTIR DE IM·GENES QUE LE PERMITAN ENUMERAR, IGUALAR, DESCARTAR, ETC. USA MONEDAS CONVENCIONALES "
2498,"COMPARTE SUS PREFERENCIAS POR JUEGOS, ALIMENTOS, CUENTOS, PELÌCULAS Y POR ACTIVIDADES QUE REALIZA EN SU CASA.  NARRA SU CUENTO FAVORITO SIGUIENDO LA SECUENCIA DE SUCESOS. EN ESCRITURA SE ENCUENTRA EN EL PRIMER NIVEL CON TRAZOS DISCONTINUOS.  ",IDENTIFICA FIGURAS GEOMÈTRICAS EN OBJETOS DE SU ENTORNO. CONOCE LOS N˙MEROS Y LOS MENCIONA EN DIVERSAS SITUACIONES.  RESUELVE PROBLEMAS DE AGREGAR CON PEQUEÒAS CANTIDADES Y UTILIZANDO MATERIAL CONCRETO. 
2499,"ELABORA EXPLICACIONES ORDENANDO LAS IDEAS DE MANERA CLARA E INTERPRETANDO Y EJECUTANDO LOS PASOS PARA REALIZAR DIFERENTES ACCIONES (CÛMO ES, COMO FUNCIONA, CÛMO OCURRIÛ, CÛMO SE USA) NARRA ANÈCDOTAS DE SU FAMILIA Y DE SÌ MISMO.","CON APOYO COMPARA DISTANCIAS MEDIANTE EL APOYO DE UN INTERMEDIARIO (PALOS, CORDONES, ETC.). "
2500,"MEDIANTE CUESTIONAMIENTOS LOGRA EXPRESAR SUS IDEAS ACERCA DE TEMAS DE SU INTERES. AL OBSERVAR UN  OBJETO LOGRA REALIZAR DESCRIPCIONES SENCILLAS CON FRASES CORTAS , ESCUCHA LECTURA DE CUENTOS E INTERPRETA A TRAVES DE DIBUJOS LO QUE TRATO ","CON AYUDA Y ORIENTACION; RESUELVE PROBLEMAS A TRAVES DEL CONTEO  SOBRE  COLECCIONES;  LOGRA  CONTAR  COLECCIONES,  REQUIERE DE GUIARLO AL MOMENTO DE ASIGNAR UN NUMERO  DE LA SERIE NUMERICA A CADA ELEMENTO DE LA COLECCI”N."
2501,"UTILIZA MARCAS GR·FICAS, LETRAS Y DIBUJOS CON LA INTENCIÛN DE COMUNICAR ALGO POR ESCRITO, COMPARTE QUE ES LO QUE EXPRESÛ EN SU TEXTO.","APLICA ADECUADAMENTE LA OBSERVACIÛN PARA DISTINGUIR, REPRODUCIR Y CONTINUAR PATRONES. SE LE FACILITA REGISTRAR EN GR·FICAS DATOS RECABADOS MEDIANTE EL CONTEO."
2502," MUESTRA INTERÈS POR LA ESCRITURA DE SU NOMBRE, SE ENCUENTRA EN PROCESO DE ESCRIBIRLO, MENCIONA ALGUNAS CARACTERÌSTICAS DE LOS PERSONAJES DE UNA HISTORIA, DA SU OPINIÛN SOBRE ALGUNA SITUACIÛN  QUE OBSERVA. 
","RECONOCE ALGUNAS FORMAS GEOMÈTRICAS B·SICAS COMO EL CÌRCULO, CUADRADO Y TRI·NGULO Y REQUIERE APOYO PARA REPRODUCIR ALGUNOS  MODELOS. REALIZA CONTEO DE COLECCIONES PEQUEÒAS, EN  OCASIONES REQUIERE APOYO PARA LOGRAR IGUAL, AGREGAR O QUITAR OBJETOS"
2503,"DURANTE EXPERIENCIAS DE CONVERSACIÛN LOGRA CENTRAR SU ATENCIÛN EN EL TEMA Y ESCUCHA A SUS COMPAÒEROS, SABE QUE ES IMPORTANTE SOLICITAR LA PALABRA Y LO HACE, SIN EMBARGO, SUS PARTICIPACIONES PUEDEN SER MUY LIMITADAS O NULAS. ","LOGRA  IDENTIFICAR A TRAVÈS  DEL CONTEO  LA CANTIDAD DE ELEMENTOS EN COLECCIONES NO MAYORES A 10, HACIENDO USO DE LOS PRINCIPIOS DEL CONTEO, DOMINA EL CONTEO ORAL DE LA SERIE NUMÈRICA EN UN RANGO DEL 1 AL 10 "
2504,ESCRIBE SU NOMBRE CON DIVERSOS PROPÛSITOS E IDENTIFICA EL DE OTRAS PERSONAS CERCANAS. EXPRESA CON EFICACIA SUS IDEAS ACERCA DE DIVERSOS TEMAS Y ATIENDE LO QUE SE DICE EN INTERACCIONES CON OTRAS PERSONAS. MENCIONA CARACTERÌSTICAS DE OBJETOS Y PERSONAS,"COMPARA, IGUALA Y CLASIFICA COLECCIONES CON BASE EN LA CANTIDAD DE ELEMENTOS. IDENTIFICA VARIOS EVENTOS EN SU VIDA COTIDIANA Y DICE EL ORDEN EN QUE OCURREN. REPRODUCE MODELOS CON FORMAS, FIGURAS Y CUERPOS GEOMÈTRICOS. CUENTA COLECCIONES A 10. "
2505,"COMPARA LAS CARACTERÌSTICAS GR·FICAS DE SU NOMBRE CON LOS NOMBRES DE SUS COMPAÒEROS, ASÌ COMO CON OTRAS PALABRAS ESCRITAS.","OBSERVA, NOMBRA, COMPARA OBJETOS Y FIGURAS GEOMÈTRICA; DESCRIBE SUS ATRIBUTOS CON SU PROPIO LENGUAJE. "
2506,"PARTICIPA ESPOR·DICAMENTE EN LAS ACTIVIDADES.  LOS INVITAMOS A TRABAJAR EN CASA CON ACTIVIDADES COMO: DESCRIBIR A SU FAMILIA, PRACTICAR LA ESCRITURA DE SU NOMBRE, INVENTAR CUENTOS, JUGAR A LAS RIMAS Y TRABALENGUAS. ETC.","LOS INVITAMOS A REALIZAR MAS ACTIVIDADES DE CONTEO E IDENTIFICACIÛN DE N˙MEROS, FORMAR FIGURAS  USANDO DIVERSAS FORMAS GEOMÈTRICAS.  SEGUIR  RUTAS SENCILLAS PARA LLEGAR A UN DETERMINADO LUGAR, ORDENAR OBJETOS DE MENOR A MAYOR. ETC."
2507,ESTA EN PROCESO DE ESCRIBIR SU NOMBRE. IDENTIFICA LA LETRA INICIAL DE SU NOMBRE. ESCUCHA CON ATENCIÛN LA LECTURA DE TEXTOS Y RESPONDE A CUESTIONAMIENTOS DE LAS MISMA LECTURA.,ESTA EN PROCESO DE IDENTIFICAR LOS N˙MEROS. REALIZA EL CONTEO DE OBJETOS EN COLECCIONES PERO ESTA EN PROCESO DE ADQUIRIR LA ABSTRACCIÛN NUMÈRICA . REALIZA EL CONTEO ORAL DE LA SERIE NUMÈRICA DEL 1 AL 10. IDENTIFICA LAS FIGURAS GEOMÈTRICAS CON AYUDA. 
2508,INTENTA CREAR HISTORIAS DE SU IMAGINACIÛN CON LOS PERSONAJES QUE SE LE INDICAN. INTENTA CREAR UN ALEBRIJE CON IDEAS DE SU IMAGINACIÛN QUE DESCRIBE CUANDO SE LE CUESTIONA ,SIN INFORMACIÛN 
2509,ESCUCHA Y ESCRIBE TEXTOS NARRATIVOS SENCILLOS E IDENTIFICA ALGUNAS NORMAS DE PUNTUACI”N AL LEER.,"PUEDE RESOLVER PROBLEMAS DE SUSTRACI”N, C¡LCULO MENTAL; DESCOMPONE N⁄MEROS EN DECENAS Y UNIDADES, SE INICIA EN EL USO DE UNIDADES DE MEDIDA, TABLAS Y GR¡FICAS. "
2510,"IDENTIFICA Y ESCRIBE SU NOMBRE, ASI COMO TAMBIEN RECONOCE CIERTAS LETRAS EN DIVERSOS TEXTOS. ","RESUELVE PROBLEMAS NUMERICOS EN LOS QUE DEBE AGREGAR ELEMENTOS, MENCIONA LOS NUMEROS HASTA EL 50 EN SITUACIONES DE CONTEO Y JUEGOS MATEMATICOS. "
2511,MENCIONA A VECES ALGUNAS CARACTERÌSTICAS SENCILLAS CON APOYO DE CUESTIONAMIENTOS HECHOS PRO LA EDUCADORA.,"POSEE GRAN POTENCIAL PARA CONTAR ELEMENTOS DEL 1 AL 20, EN ORDEN ASCENDENTE, PERO REQUIERE APOYO PARA RESOLVER PROBLEMAS SENCILLOS."
2512,"HA LOGRADO SOLICITAR LA PALABRA PARA PARTICIPAR Y ESCUCHAR LAS IDEAS DE SUS COMPAÒEROS, SU DI·LOGO ES  COHERENTE Y FLUIDO, RELACIONANDO LOS TEMAS DE LA  CONVERSACIÛN CON SITUACIONES QUE HA VIVIDO.","RESUELVE PROBLEMAS A TRAVÈS DEL CONTEO Y CON VARIAS ACCIONES SOBRE LAS COLECCIONES COMO LA ORGANIZACIÛN  EN FILA, SEPARACIÛN, CLASIFICACIÛN, ETC. CUANDO LAS COLECCIONES SON MAYORES A SEIS."
2513,"DESCRIBE PERSONAJES Y LUGARES QUE IMAGINA AL ESCUCHAR CUENTOS, FABULAS, LEYENDAS Y OTROS RELATOS LITERARIOS. 
","RESUELVE PROBLEMAS A TRAVÈS DEL CONTEO Y CON ACCIONES SOBRE LAS COLECCIONES.
"
2514,"DELETREA CON FACILIDAD,CONOCE LAS LETRAS Y LAS UTILIZAR DE FORMA CORRECTA,LOGRA LEER TEXTOS POR SI MISMA. PARTICIPATIVA,SOCIABLE,APOYA A LOS COMPAÒEROS QUE LO SOLICITAN.INDEPENDIENTE;TIENE CONFIANZA PARA EXPRESARSE Y REALIZAR LAS ACTIVIDADES","CONOCE Y USA ADECUADAMENTE TÈRMINOS DE LATERALIDAD Y LOGRA INTERPRETAR Y DAR CONSIGNAS DE DESPLAZAMIENTO QUE PERMITEN UBICAR OBJETOS O ESPACIOS.CONOCE EL NOMBRE DE DIFERENTES FIGURAS GEOMÈTRICAS,LAS RELACIONA CON OBJETOS DE SU ENTORNO Y LAS REPRODUCE"
2515,"SU PROCESO LLEGÛ  A LECTURA GLOBAL, EJERCITÛ LA TÈCNICA DE OBSERVACIÛN Y LECTURA MENTAL. PUEDE LEER DE MANERA FLUIDA DESDE PALABRAS, HASTA TEXTOS M·S AMPLIOS Y CON COMPRENSIÛN.  SU LENGUAJE ESCRITO ES MUY CLARO Y COHERENTE. CONOCE TODO EL ALFABETO.","DESARROLLA OPERACIONES DE SUMA (HORIZONTAL Y VERTICAL), RESTA (HORIZONTAL Y VERTIAL), MULTIPLICACIÛN Y DIVISIÛN (SENCILLAS). SE EJERCITÛ EN RESOLUCIÛN DE PROBLEMAS DE RAZONAMIENTO CON SÌMBOLOS DE > Û < = .   CONOCIÛ EL ·BACO, JERARQUÌAS Y CONTEO."
2516,"UTILIZA EL LENGUAJE PARA COMUNICAR NECESIDADES (IR AL BAÒO, TOMAR AGUA, SOLICITAR MATERIAL) PRESENTANDO DIFICULTAD PARA ENTABLAR CONVERSACIONES. SE LE DIFICULTA MANTENER UNA CONVERSACIÛN LÛGICA, AL CUESTIONAR RESPONDE ALGO QUE NO SE RELACIONA CON EL ","PRESENTA DIFICULTAD PARA DAR REFERENCIAS PERSONALES EN CUANTO A LA UBICACIÛN DE LUGARES.
SE LE DIFICULTA UBICARSE EN RELACIÛN A OBJETOS Y UTILIZA LOS TÈRMINOS INADECUADOS.
RECONOCE SOLO ALGUNAS FORMAS GEOMÈTRICAS Y NO LOGRA NOMBRARLAS "
2517,": ES CAPAZ DE INTERPRETAR LAS IM·GENES QUE ACOMPAÒAN A LOS TEXTOS, ASÌ MISMO TIENE ALGUNAS IDEAS SOBRE LAS FUNCIONES DEL LENGUAJE ESCRITO, COMO: ENVIAR MENSAJES, ANUNCIAR SUCESOS O PRODUCTOS, ETC. HABLA ACERCA DE SUS EXPERIENCIAS, IDEAS Y GUSTOS PERS","REALIZA COLECCIONES TOMANDO EN CUENTA LAS CARACTERÌSTICAS DE LOS OBJETOS, POR EJEMPLO FORMA, COLOR Y TAMAÒO, DA REFERENCIA A LAS FORMAS DE LOS OBJETOS DE SU ENTORNO, RELACION·NDOLOS POR SU FORMA CON LAS FIGURAS GEOMÈTRICAS. IDENTIFICA LOS N˙MEROS EN "
2518,"ESCRIBE SU NOMBRE,RECONOCE ALGUNAS LETRAS, REQUIERE DE APOYO  MEDIANTE CUJESTIONAMIENTOS PARA SU PARTICIPACIÛN, PROMOVER EN EL NIÒO QUE POR MEDIO DEL LENGUAJE , EL QUE PUEDA INVESTIGAR, PREGUNTAR SOBRE ALGO DE SU INTERES Y CURIOSIDAD.","PLANTEAR PROBLEMAS EN CASA EN DONDE EL NIÒO EXPONGA Y  REGISTRE  SU PROPIO PRODCEDIMIENTO DE RESOLUCION , SEGUIR TRABANDO EN LA SERIE NUMERICA E IDENTIFICACION DE NUMEROS , EXPRESA EL USO DE LAS MONEDAS EN LA VIDA COTIDIANA."
2519,"DESCRIBE PERSONAJES Y LUGARES QUE IMAGINA CUANDO ESCUCHA CUENTOS, NARRA HISTORIAS SIGUIENDO EL ORDEN DE SECUENCIA, DESCRIBE PERSONAS QUE OBSERVA Y CONOCE. ","DICE DE MANERA ORAL LOS N˙MEROS, CUENTA COLECCIONES NO MAYORES A 20 ELEMENTOS, IDENTIFICA LAS FIGURAS EN SU ENTORNO Y REPRODUCE MODELOS CON FORMAS."
2520,"MENCIONA CARACTERISTICAS DE OBJETOS QUE CONOCE Y OBSERVA, DESCRIBE PERSONAJES Y LUGARES QUE IMAGINA AL ESCUCHAR CUENTOS, CUENTA HISTORIAS DE INVENCIÛN PROPIA.","CUENTA COLECCIONES NO MAYORES A 20 ELEMENTOS, COMUNICA DE MANERA ORAL LOS NUMEROS DEL 1 AL 10 Y DE MANERA ESCRITA DEL 1 AL 3 Y 5, REPRODUC EMODELOS CON FORMAS Y FIGURAS, CONSTRUYE CONFIGURACIONES CON FORMAS Y FIGURAS"
2521,EXPRESA SUS IDEAS SOBRE EL CONTENIDO DE UN CUENTO A PARTIR DE LO QUE OBSERVA EN LA PORTADA, REALIZA EL CONTEO ORAL HASTA EL 10 EN ORDEN ESTABLE 
2522,"ESCRIBE SU NOMBRE CORRECTAMENTE. SE OBSERVA FACILIDAD PARA MEMORIZAR POEMAS, CANCIONES CON RAPIDEZ. COMENTA CON OTRAS PERSONAS EL CONTENIDO DE ALGUNOS TEXTOS QUE HA ESCUCHADO LEER Y PUEDE EXPRESAR LO QUE LE PROVOCA CIERTAS ACTITUDES DEL PERSONAJE .","COMIENZA A HACER CONTEO DECRECIENTE DEL 10 AL 1, SE ENCUENTRA EN PROCESO DE COMENZAR A REALIZAR UN ESFUERZO COGNITIVO Y DE AN·LISIS PARA COMPRENDER PROBLEMAS DE AGREGAR Y QUITAR CANTIDADES PEQUEÒAS.  "
2523,INVENTA HISTORIAS A PARTIR DE ALGUNOS PERSONAJES Y PAISAJES NUEVOS O DE CUENTOS QUE YA CONOCE COORDINANDO CADA VEZ MEJOR SUS IDEAS Y PONIENDO EN PR·CTICA TODA SU CREATIVIDAD. DESCRIBE ALGUNAS CARACTERÌSTICAS PERSONAJES Y LUGARES QUE IMAGINA AL ESCUCH,IDENTIFICA ALGUNOS EVENTOS DE SU VIDA COTIDIANA Y DICE EL ORDEN EN QUE OCURREN.
2524,NO HUBO COMUNICACION CON LOS PADRES DE FAMILIA YA QUE CAMBIO DE DOMICILIO Y NO HUBO YA COMUNICACION CON ELLOS,NO SE PUEDE EVALUAR YA QUE NO HUBO COMUNICACION CON LOS PADRES DE FAMILIA
2525,"ESCUCHA LECTURAS Y OBSERVA VIDEOS CON RIMAS. IDENTIFICA LAS PALABRAS QUE SUENAN IGUAL AL FINAL. 
PARTICIPA EN JUEGOS Y CANCIONES CON RIMAS.  NARRA SIGUIENDO UNA SECUENCIA Y RECORDANDO PERSONAJES QUE PARTICIPAN EN UNA HISTORIA DETERMINADA. 
","JUEGA CON LAS FIGURAS GEOMÈTRICAS B·SICAS, REPRODUCIENDO MODELOS CON ESTAS. IDENTIFICA LAS FORMAS GEOMÈTRICAS QUE SE ENCUENTRAN A SU ALREDEDOR EN EL ENTORNO DONDE SE DESENVUELVE.  COMPARA LAS FORMAS DE LAS FIGURAS GEOMÈTRICAS CON OBJETOS."
2526,EXPRESAR SUS IDEAS LO HACE CUANDO SE LE CUESTIONA DE FORMA DIRECTA. COPIA ALGUNAS LETRAS DE SU NOMBRE. DESCRIBE CARACTERÌSTICAS DE OBJETOS O SITUACIONES QUE OBSERVA DE MANERA BREVE,CUENTA EN ORDEN ASCENDENTE EMPEZANDO POR EL UNO Y HASTA EL 6 O M·S Y EMPLEA LOS NUMERO SEN SITUACIONES COTIDIANAS QUE SE LE PLANTEAN 
2527,"CREA HISTORIA AL OBSERVAR IM·GENES, OBSERVA Y REPITE ALGUNOS TRABALENGUAS, EXPRESA DE FORMA ORAL SUS PREFERENCIAS Y OPINIONES, RECITA POEMAS CON AYUDA, IDENTIFICA Y ESCRIBE SU NOMBRE DE MANERA CONVENCIONAL.","CREA ALGUNAS CONFIGURACIONES GEOMÈTRICAS, CON APOYO LOGRA UBICAR LUGARES, USA ESTRATEGIAS DE CONTEO, IDENTIFICA ALGUNAS RELACIONES DE EQUIVALENCIA DE LAS MONEDAS, MIDE OBJETOS A TRAVÈS DE MEDIDAS NO CONVENCIONALES."
2528,MENSIONA ATRIBUTOS DE PERSONAJES DE CUENTOS. INVENTA FINALES DIFERENTES A HISTORIAS CONOCIDAS. EXPRESA SU OPINION RESPECTO A DIFERENTES SITUACIONES. CONTINUA LA NARRACIÛN DE UN CUENTO A PARTIR DE UN PUNTO DADO EN LA HISTORIA.CONOCE JUEGOS DE LENGUAJE,"IDENTIFICA LOSDATOS DE UN PROBLEMA DE CANTIDAD. IDENTIFICA FIGURAS GEOMÈTRICAS SEMEJANTES. REALIZA ACCIONES PARA RESOLVER PROBLEMAS DE CANTIDAD QUE IMPLICAN IGUALER COLECCIONES. USA MONEDAS DE $1, $2 Y $5 PESOS EN SITUACIONES FICTICIAS DE COMPRA."
2529,"MENCIONA CARACTERÌSTICAS DE OBJETOS Y PERSONAS QUE CONOCE.DISCRIMINA AUDITIVA Y VISUALMENTE LOS SONIDOS DE LAS LETRAS; J, G, Z, C, R, LL, CH, Q.	FORMA PALABRAS NUEVAS A PARTIR DE LAS LETRAS QUE YA CONOCE, Y MENCIONA QUE ES LO QUE INTENTO ESCRIBIR.
","MUESTRA HABILIDAD AL NOMBRAR LA SERIE NUMÈRICA DEL 1 AL 50 DE MANERA CORRECTA.UBICA OBJETOS Y LUGARES CUYA UBICACIÛN DESCONOCE, A TRAVÈS DE LA INTERPRETACIÛN DE RELACIONES ESPACIALES Y PUNTOS DE REFERENCIA.RESUELVE PROBLEMAS QUE IMPLIQUEN ACCIONES ."
